,avgTemperature,snowCoverCount
0,9.0,0
1,5.144444444444445,0
2,6.773913043478264,0
3,7.07142857142857,0
4,3.7521739130434786,0
5,7.71,0
6,9.206666666666667,0
7,6.67,0
8,4.46,0
9,4.346666666666666,0
10,3.8333333333333335,0
11,5.526666666666667,0
12,5.623333333333333,0
13,7.576666666666667,0
14,10.58,0
15,11.623333333333337,0
16,9.753333333333334,0
17,7.583333333333335,0
18,9.173333333333334,0
19,6.6,0
20,4.923333333333334,0
21,4.8100000000000005,0
22,3.8518518518518516,0
23,4.8500000000000005,0
24,7.3730769230769235,0
25,11.326666666666664,0
26,7.081250000000001,0
27,7.109999999999999,0
28,5.113333333333332,0
29,3.61,0
30,6.116666666666666,0
31,5.076666666666666,0
32,9.553333333333335,0
33,3.7366666666666677,0
34,5.83,0
35,0.26666666666666666,5
36,-1.4999999999999996,0
37,-8.74,5
38,-1.09,2
39,-0.9166666666666666,3
40,-1.9600000000000004,5
41,-1.7233333333333334,5
42,-4.35,5
43,-4.336666666666667,4
44,-4.173333333333333,5
45,-5.4833333333333325,4
46,0.25517241379310335,0
47,1.2400000000000007,0
48,0.43333333333333296,1
49,-3.3533333333333335,5
50,-2.4466666666666668,0
51,-2.7966666666666673,3
52,0.9666666666666663,0
53,-1.0366666666666668,1
54,1.8633333333333333,0
55,-1.0699999999999998,0
56,2.9066666666666663,0
57,-1.8700000000000006,4
58,1.2366666666666666,0
59,0.3333333333333334,0
60,-8.833333333333332,5
61,0.7566666666666666,0
62,0.4666666666666667,0
63,0.5400000000000001,3
64,-0.32758620689655155,5
65,-2.816666666666667,5
66,-2.5266666666666664,5
67,-2.463333333333334,5
68,-0.5409090909090908,0
69,-7.161538461538461,5
70,0.12857142857142853,4
71,-3.0655172413793106,0
72,-6.257692307692306,5
73,-6.076666666666667,5
74,-4.569999999999999,5
75,0.8400000000000001,0
76,1.6300000000000001,0
77,1.0500000000000003,1
78,-2.426666666666667,5
79,-0.94,0
80,-2.9666666666666663,5
81,-1.1833333333333333,0
82,-1.6733333333333331,4
83,1.9950000000000003,0
84,-0.3560000000000001,0
85,0.7400000000000003,0
86,1.522222222222222,0
87,-0.18333333333333343,0
88,-2.305,5
89,0.7000000000000001,0
90,-6.9333333333333345,5
91,0.016666666666666594,0
92,0.09333333333333324,2
93,-0.08666666666666663,5
94,-0.2033333333333335,4
95,-3.22,5
96,-1.3633333333333335,5
97,-2.01,5
98,-4.2299999999999995,4
99,0.9066666666666667,0
100,1.5600000000000003,0
101,0.6200000000000004,0
102,-2.2200000000000006,0
103,0.18000000000000005,0
104,2.4315789473684224,0
105,-2.003571428571429,5
106,1.982142857142857,0
107,0.925,1
108,-5.5,2
109,1.7999999999999998,0
110,0.8566666666666666,0
111,0.8099999999999996,2
