,avgTemperature,snowCoverCount
0,9.0,0
1,5.877777777777778,0
2,10.779310344827588,0
3,5.144444444444445,0
4,3.5517241379310347,0
5,5.116666666666667,0
6,4.672727272727273,0
7,8.925925925925924,0
8,6.773913043478264,0
9,2.712903225806452,0
10,3.703448275862069,0
11,7.752000000000001,0
12,7.223999999999998,0
13,7.07142857142857,0
14,-0.4064516129032256,0
15,6.707142857142856,0
16,6.613793103448276,0
17,16.03478260869565,0
18,3.7521739130434786,0
19,2.646428571428572,0
20,1.4571428571428573,0
21,5.468,0
22,11.09032258064516,0
23,7.71,0
24,-0.55,0
25,3.395652173913043,0
26,9.8,0
27,14.96451612903226,0
28,9.206666666666667,0
29,1.216129032258065,0
30,3.446428571428572,0
31,8.341935483870968,0
32,11.122580645161293,0
33,6.67,0
34,3.2107142857142863,0
35,6.728571428571429,0
36,6.458064516129032,0
37,10.316129032258067,0
38,4.46,0
39,5.651612903225806,0
40,3.0518518518518514,0
41,6.929032258064517,0
42,13.158064516129036,0
43,4.346666666666666,0
44,3.245161290322582,0
45,1.0107142857142857,0
46,8.003225806451614,0
47,10.599999999999998,0
48,3.8333333333333335,0
49,0.6967741935483872,0
50,3.106896551724138,0
51,6.435483870967741,0
52,13.78387096774194,0
53,5.526666666666667,0
54,2.551612903225806,0
55,2.2607142857142857,0
56,8.816129032258063,0
57,9.703225806451613,0
58,5.623333333333333,0
59,0.012903225806452069,0
60,0.7964285714285715,0
61,5.380645161290323,0
62,17.69677419354839,0
63,7.576666666666667,0
64,4.94516129032258,0
65,2.6999999999999997,0
66,8.138709677419357,0
67,13.238709677419353,0
68,10.58,0
69,1.0967741935483868,0
70,5.3428571428571425,0
71,10.412903225806456,0
72,18.503225806451606,0
73,11.623333333333337,0
74,2.8645161290322574,0
75,4.724137931034483,0
76,12.06451612903226,0
77,13.80322580645161,0
78,9.753333333333334,0
79,5.522580645161292,0
80,7.485714285714286,0
81,7.612903225806452,0
82,12.170967741935481,0
83,7.583333333333335,0
84,7.419354838709678,0
85,3.682142857142857,0
86,8.796774193548387,0
87,4.435483870967744,0
88,3.1964285714285716,0
89,11.090322580645159,0
90,14.8741935483871,0
91,9.173333333333334,0
92,0.6322580645161294,0
93,2.6586206896551725,0
94,7.4548387096774205,0
95,10.735483870967744,0
96,6.6,0
97,3.232258064516129,0
98,5.728571428571429,0
99,4.948387096774194,0
100,10.751612903225807,0
101,4.923333333333334,0
102,2.1071428571428568,0
103,6.509677419354839,0
104,13.661290322580648,0
105,4.8100000000000005,0
106,2.432258064516129,0
107,0.2857142857142857,0
108,8.287096774193548,0
109,10.659999999999998,0
110,3.8518518518518516,0
111,0.9870967741935486,0
112,2.1999999999999997,0
113,5.306896551724138,0
114,12.406451612903224,0
115,4.8500000000000005,0
116,1.706451612903226,0
117,1.9499999999999995,0
118,7.764516129032257,0
119,8.928571428571429,0
120,-1.1699999999999997,0
121,-1.0392857142857144,0
122,4.432142857142857,0
123,12.163333333333334,0
124,7.3730769230769235,0
125,3.135483870967742,0
126,4.160869565217392,0
127,5.307407407407409,0
128,10.74,0
129,11.326666666666664,0
130,3.5399999999999996,0
131,4.482142857142858,0
132,8.770370370370369,0
133,9.574193548387099,0
134,7.081250000000001,0
135,-0.01111111111111127,0
136,5.792857142857143,0
137,5.535999999999999,0
138,16.52631578947369,0
139,7.109999999999999,0
140,2.022727272727273,0
141,1.3037037037037034,0
142,6.090909090909091,0
143,-1.5785714285714285,0
144,4.663157894736842,0
145,9.653846153846155,0
146,10.958064516129031,0
147,5.113333333333332,0
